,date,state,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,hash,dateChecked,death,hospitalized,total,totalTestResults,posNeg,fips,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease,positiveRate,recent_positiveRate,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,school canceled,stay at home,pandemic declared
169,2020-04-16,AL,4345.0,32046.0,,,553.0,,227.0,,137.0,,bc8d87a6ade709e9ed0c8824e73dff454277a85f,2020-04-16T20:00:00Z,133.0,553.0,36391.0,36391.0,36391.0,1,12.0,28.0,2082.0,232.0,2314.0,0.11939765326591739,0.10025929127052723,,,,,,,True,True,True
113,2020-04-17,AL,4530.0,33318.0,,,594.0,,247.0,,148.0,,45dcb973e5afc9f133feabe69f3dd9bee397039d,2020-04-17T20:00:00Z,144.0,594.0,37848.0,37848.0,37848.0,1,11.0,41.0,1272.0,185.0,1457.0,0.11968928344958782,0.1269732326698696,,,,,,,True,True,True
57,2020-04-18,AL,4655.0,37883.0,,,620.0,,247.0,,148.0,,db9e6bd49bb8fa0b75862eebb624fdb77a579372,2020-04-18T20:00:00Z,146.0,620.0,42538.0,42538.0,42538.0,1,2.0,26.0,4565.0,125.0,4690.0,0.10943156706944379,0.026652452025586353,,,,,,,True,True,True
1,2020-04-19,AL,4837.0,40875.0,,,641.0,,260.0,,157.0,,e120fdc84c91ed23d5f4a2a00e930fbf90f652b3,2020-04-19T20:00:00Z,154.0,641.0,45712.0,45712.0,45712.0,1,8.0,21.0,2992.0,182.0,3174.0,0.10581466573328667,0.0573408947700063,,,,,,,True,True,True
2420,2020-03-06,AR,0.0,6.0,0.0,,,,,,,,baadb217d3fcf5f4811488adcd8f345a2a29e391,2020-03-06T21:00:00Z,,,6.0,6.0,6.0,5,,,,,,0.0,,13.0,8.0,73.0,6.0,3.0,-2.0,False,False,False
2370,2020-03-07,AR,0.0,6.0,0.0,,,,,,,,bdba8d05662d7b38e7309c5baa49cd20b63a536b,2020-03-07T21:00:00Z,,,6.0,6.0,6.0,5,0.0,0.0,0.0,0.0,0.0,0.0,,12.0,10.0,80.0,10.0,4.0,-2.0,False,False,False
2319,2020-03-08,AR,0.0,6.0,0.0,,,,,,,,6263c0cd4836c8418421de9e16b86212a90ea53f,2020-03-08T20:00:00Z,,,6.0,6.0,6.0,5,0.0,0.0,0.0,0.0,0.0,0.0,,16.0,13.0,78.0,12.0,3.0,-2.0,False,False,False
2268,2020-03-09,AR,0.0,12.0,0.0,,,,,,,,5ef70cfa2d033bc17949f85ed40a9a63e9ea95df,2020-03-09T20:00:00Z,,,12.0,12.0,12.0,5,0.0,0.0,6.0,0.0,6.0,0.0,0.0,6.0,4.0,-5.0,2.0,1.0,2.0,False,False,False
2217,2020-03-10,AR,0.0,12.0,3.0,,,,,,,,76ed6d1dfa326d78b8fc7277b42229fbfb98b6a8,2020-03-10T20:00:00Z,,,15.0,12.0,12.0,5,0.0,0.0,0.0,0.0,0.0,0.0,,13.0,11.0,84.0,6.0,3.0,-1.0,False,False,False
2166,2020-03-11,AR,0.0,12.0,14.0,,,,,,,,655d51e087ae7e668a3932904fd2764bc1fe3a9a,2020-03-11T20:00:00Z,,,26.0,12.0,12.0,5,0.0,0.0,0.0,0.0,0.0,0.0,,12.0,14.0,61.0,2.0,4.0,-1.0,False,False,True
2115,2020-03-12,AR,6.0,24.0,20.0,,,,,,,,fe5ece5453dac3d08b87f1ab7a10e00bf7cfdfc9,2020-03-12T20:00:00Z,,,50.0,30.0,30.0,5,0.0,0.0,12.0,6.0,18.0,0.2,0.3333333333333333,14.0,33.0,69.0,4.0,2.0,-1.0,False,False,True
2064,2020-03-13,AR,9.0,30.0,22.0,,,,,,,,a6aff5e9908d4f1a167655d035338e838ba8cdba,2020-03-13T20:00:00Z,,,61.0,39.0,39.0,5,0.0,0.0,6.0,3.0,9.0,0.23076923076923078,0.3333333333333333,5.0,25.0,15.0,2.0,-2.0,2.0,False,False,True
2013,2020-03-14,AR,12.0,65.0,26.0,,,,,,,,551428a90628981e98f1a49df229dc8e2a8a6bfe,2020-03-14T20:00:00Z,,,103.0,77.0,77.0,5,0.0,0.0,35.0,3.0,38.0,0.15584415584415584,0.07894736842105263,-7.0,11.0,-21.0,-1.0,0.0,4.0,False,False,True
1962,2020-03-15,AR,16.0,103.0,30.0,,,,,,,,35929378624bc11a7dd1d28474862f8edfab3a18,2020-03-15T20:00:00Z,,,149.0,119.0,119.0,5,0.0,0.0,38.0,4.0,42.0,0.13445378151260504,0.09523809523809523,-5.0,14.0,-4.0,1.0,-4.0,3.0,False,False,True
1906,2020-03-16,AR,22.0,132.0,14.0,,,,,,,,78bd45495c24cce3ba85c7f24609a179c43478eb,2020-03-16T20:00:00Z,,,168.0,154.0,154.0,5,0.0,0.0,29.0,6.0,35.0,0.14285714285714285,0.17142857142857143,-6.0,13.0,-20.0,-6.0,-16.0,7.0,False,False,True
1850,2020-03-17,AR,22.0,197.0,41.0,,,,,,,,411518ea767313995c4b1d3dcc31cdf917851e0e,2020-03-17T20:00:00Z,,,260.0,219.0,219.0,5,0.0,0.0,65.0,0.0,65.0,0.1004566210045662,0.0,-10.0,10.0,25.0,-6.0,-19.0,8.0,True,False,True
1794,2020-03-18,AR,33.0,236.0,50.0,,,,,,,,ded89e51af058017c83cf8859504494a02b8e23a,2020-03-18T20:00:00Z,,,319.0,269.0,269.0,5,0.0,0.0,39.0,11.0,50.0,0.12267657992565056,0.22,-12.0,8.0,50.0,-9.0,-22.0,8.0,True,False,True
1738,2020-03-19,AR,46.0,310.0,113.0,,,,,,,,6c34774d075752263526df4bbad724959f80931e,2020-03-19T20:00:00Z,,,469.0,356.0,356.0,5,0.0,0.0,74.0,13.0,87.0,0.12921348314606743,0.14942528735632185,-18.0,10.0,17.0,-10.0,-24.0,10.0,True,False,True
1682,2020-03-20,AR,96.0,351.0,203.0,,,,,,,,a85b5e8267c40317cdb4da0571e60d619c4f1275,2020-03-20T20:00:00Z,,,650.0,447.0,447.0,5,0.0,0.0,41.0,50.0,91.0,0.21476510067114093,0.5494505494505495,-23.0,12.0,30.0,-13.0,-26.0,11.0,True,False,True
1626,2020-03-21,AR,118.0,567.0,154.0,,,,,,,,be7b0d560d9725c09fd5b6c5c63b15bb489164e8,2020-03-21T20:00:00Z,,,839.0,685.0,685.0,5,0.0,0.0,216.0,22.0,238.0,0.17226277372262774,0.09243697478991597,-33.0,2.0,23.0,-12.0,-14.0,8.0,True,False,True
1570,2020-03-22,AR,165.0,711.0,119.0,13.0,,,,,,,7a7789c5ffc39500e1fb19708f57b9c5729c8530,2020-03-22T20:00:00Z,0.0,,995.0,876.0,876.0,5,0.0,0.0,144.0,47.0,191.0,0.18835616438356165,0.24607329842931938,-41.0,-11.0,-26.0,-22.0,-26.0,9.0,True,False,True
1514,2020-03-23,AR,174.0,906.0,,13.0,,,,,,,71896654761ce8d7ad037266afe060c7c3aca297,2020-03-23T20:00:00Z,0.0,,1080.0,1080.0,1080.0,5,0.0,0.0,195.0,9.0,204.0,0.16111111111111112,0.04411764705882353,-29.0,-7.0,17.0,-18.0,-32.0,13.0,True,False,True
1458,2020-03-24,AR,218.0,947.0,,22.0,,,,,,,d8534a438538284a464f1162c4502b3b09e3d903,2020-03-24T20:00:00Z,0.0,,1165.0,1165.0,1165.0,5,0.0,0.0,41.0,44.0,85.0,0.1871244635193133,0.5176470588235295,-30.0,-9.0,52.0,-17.0,-35.0,14.0,True,False,True
1402,2020-03-25,AR,280.0,1437.0,,22.0,,,,4.0,,11.0,a55c4c11c7faab713d2bd57c30acda12f8a79830,2020-03-25T20:00:00Z,2.0,,1717.0,1717.0,1717.0,5,2.0,0.0,490.0,62.0,552.0,0.163075131042516,0.11231884057971014,-25.0,-5.0,108.0,-18.0,-35.0,12.0,True,False,True
1346,2020-03-26,AR,335.0,1504.0,,41.0,,,,13.0,,13.0,b3807a88dfed74bba84ae7ae53bc48ae629efe67,2020-03-26T20:00:00Z,3.0,,1839.0,1839.0,1839.0,5,1.0,0.0,67.0,55.0,122.0,0.1821642196846112,0.45081967213114754,-24.0,-4.0,133.0,-18.0,-36.0,12.0,True,False,True
1290,2020-03-27,AR,381.0,1545.0,,48.0,,,,17.0,,19.0,00b098e286ece2617f1acecb0abd238b8b786f1a,2020-03-27T20:00:00Z,3.0,,1926.0,1926.0,1926.0,5,0.0,0.0,41.0,46.0,87.0,0.19781931464174454,0.5287356321839081,-28.0,-7.0,88.0,-22.0,-36.0,13.0,True,False,True
1234,2020-03-28,AR,404.0,2938.0,,48.0,,,,17.0,,24.0,821e36063f84aa707c0d1ebd3983a4abfa560ac0,2020-03-28T20:00:00Z,5.0,,3342.0,3342.0,3342.0,5,2.0,0.0,1393.0,23.0,1416.0,0.12088569718731298,0.016242937853107344,-39.0,-14.0,-1.0,-26.0,-23.0,10.0,True,False,True
1178,2020-03-29,AR,426.0,3027.0,,43.0,,,,16.0,,28.0,b731e778cec28ea92d5307e74b6774e3a1f19f81,2020-03-29T20:00:00Z,6.0,,3453.0,3453.0,3453.0,5,1.0,0.0,89.0,22.0,111.0,0.12337098175499565,0.1981981981981982,-29.0,-7.0,81.0,-22.0,-27.0,7.0,True,False,True
1122,2020-03-30,AR,473.0,5262.0,,62.0,,,,21.0,,29.0,0ec0c0c3df52146a28574929923168f0a9b419c9,2020-03-30T20:00:00Z,7.0,,5735.0,5735.0,5735.0,5,1.0,0.0,2235.0,47.0,2282.0,0.08247602441150828,0.020595968448729185,-31.0,-11.0,-19.0,-25.0,-34.0,14.0,True,False,True
1066,2020-03-31,AR,523.0,5959.0,,64.0,,,,23.0,,35.0,a9c9435748295307c8030289e3bbb22dbb61466f,2020-03-31T20:00:00Z,8.0,,6482.0,6482.0,6482.0,5,1.0,0.0,697.0,50.0,747.0,0.0806849737735267,0.06693440428380187,-26.0,-6.0,36.0,-21.0,-35.0,13.0,True,False,True
1010,2020-04-01,AR,584.0,7354.0,,56.0,90.0,,,25.0,32.0,42.0,eb0f33b592be1e182660fe530097a09b66431f2c,2020-04-01T20:00:00Z,10.0,90.0,7938.0,7938.0,7938.0,5,2.0,90.0,1395.0,61.0,1456.0,0.07357016880826404,0.04189560439560439,-19.0,2.0,75.0,-18.0,-35.0,11.0,True,False,True
954,2020-04-02,AR,643.0,7880.0,,66.0,100.0,,,23.0,32.0,47.0,d9bd463d4e0eec83d73a3185176ba4d9bb0e7a98,2020-04-02T20:00:00Z,12.0,100.0,8523.0,8523.0,8523.0,5,2.0,10.0,526.0,59.0,585.0,0.07544291915992021,0.10085470085470086,-24.0,2.0,59.0,-21.0,-36.0,13.0,True,False,True
898,2020-04-03,AR,704.0,8995.0,,71.0,105.0,,,26.0,39.0,60.0,a129a75b81c57893907409886ae725cdb64e4b2c,2020-04-03T20:00:00Z,12.0,105.0,9699.0,9699.0,9699.0,5,0.0,5.0,1115.0,61.0,1176.0,0.07258480255696463,0.05187074829931973,-28.0,3.0,6.0,-27.0,-36.0,15.0,True,False,True
842,2020-04-04,AR,743.0,9627.0,,72.0,106.0,,,23.0,39.0,79.0,e8ac44e2e243e6a3a4c4a59290ba4e5a35dcf203,2020-04-04T20:00:00Z,14.0,106.0,10370.0,10370.0,10370.0,5,2.0,1.0,632.0,39.0,671.0,0.071648987463838,0.05812220566318927,-42.0,-4.0,-32.0,-31.0,-25.0,12.0,True,False,True
786,2020-04-05,AR,830.0,10412.0,,67.0,130.0,,,27.0,39.0,97.0,e494a9e5f54ebda0d5dc23e63da16773173c82cc,2020-04-05T20:00:00Z,16.0,130.0,11242.0,11242.0,11242.0,5,2.0,24.0,785.0,87.0,872.0,0.07383027930973136,0.09977064220183486,-36.0,-3.0,25.0,-33.0,-29.0,8.0,True,False,True
730,2020-04-06,AR,875.0,11970.0,,74.0,137.0,,,22.0,39.0,102.0,681e0e05c357b930913804c3afe865bfa6f966d3,2020-04-06T20:00:00Z,16.0,137.0,12845.0,12845.0,12845.0,5,0.0,7.0,1558.0,45.0,1603.0,0.0681198910081744,0.028072364316905803,-29.0,-6.0,15.0,-25.0,-36.0,13.0,True,False,True
674,2020-04-07,AR,946.0,12692.0,,74.0,148.0,,,26.0,43.0,142.0,3091efb8651506655cf6538a5a63244288d812e8,2020-04-07T20:00:00Z,16.0,148.0,13638.0,13638.0,13638.0,5,0.0,11.0,722.0,71.0,793.0,0.06936500953218946,0.08953341740226986,-30.0,-6.0,46.0,-24.0,-37.0,14.0,True,False,True
618,2020-04-08,AR,1000.0,13530.0,,76.0,130.0,,43.0,30.0,39.0,208.0,dc9ad2f9b7456a55682f25d3f5569a8a420a7f0c,2020-04-08T20:00:00Z,18.0,130.0,14530.0,14530.0,14530.0,5,2.0,-18.0,838.0,54.0,892.0,0.06882312456985547,0.06053811659192825,-25.0,-2.0,81.0,-24.0,-37.0,12.0,True,False,True
562,2020-04-09,AR,1119.0,13832.0,,73.0,130.0,,43.0,31.0,39.0,288.0,d21f4f58502c23fd66e3842b4b6eb7c9c18ccdf0,2020-04-09T20:00:00Z,21.0,130.0,14951.0,14951.0,14951.0,5,3.0,0.0,302.0,119.0,421.0,0.0748444920072236,0.2826603325415677,-25.0,0.0,58.0,-25.0,-38.0,13.0,True,False,True
506,2020-04-10,AR,1171.0,15949.0,,86.0,130.0,,43.0,33.0,39.0,312.0,eed9ef5b44313459b1b49ca25a50a47df14fbc20,2020-04-10T20:00:00Z,23.0,130.0,17120.0,17120.0,17120.0,5,2.0,0.0,2117.0,52.0,2169.0,0.06839953271028038,0.0239741816505302,-25.0,2.0,62.0,-30.0,-43.0,15.0,True,False,True
450,2020-04-11,AR,1226.0,17352.0,,86.0,130.0,,43.0,33.0,39.0,340.0,c89b6d79b846a7e0c95039ef4e098653cea76566,2020-04-11T20:00:00Z,24.0,130.0,18578.0,18578.0,18578.0,5,1.0,0.0,1403.0,55.0,1458.0,0.06599203358811498,0.03772290809327846,-35.0,1.0,1.0,-34.0,-26.0,10.0,True,False,True
394,2020-04-12,AR,1280.0,18442.0,,74.0,130.0,,43.0,30.0,39.0,367.0,6c7bd80088061ed07c0e558496324807bfdba9e0,2020-04-12T20:00:00Z,27.0,130.0,19722.0,19722.0,19722.0,5,3.0,0.0,1090.0,54.0,1144.0,0.06490213974241964,0.0472027972027972,,,,,,,True,False,True
338,2020-04-13,AR,1410.0,19394.0,,74.0,130.0,,43.0,28.0,39.0,391.0,babc64d1c0a349d46b8b6acb6d58ae86d81a931a,2020-04-13T20:00:00Z,30.0,130.0,20804.0,20804.0,20804.0,5,3.0,0.0,952.0,130.0,1082.0,0.0677754278023457,0.12014787430683918,,,,,,,True,False,True
282,2020-04-14,AR,1480.0,19651.0,,81.0,130.0,,43.0,29.0,39.0,427.0,907ec6f1eeb2bdbc47087e6f29f8dd66d4e03d99,2020-04-14T20:00:00Z,30.0,130.0,21131.0,21131.0,21131.0,5,0.0,0.0,257.0,70.0,327.0,0.07003927878472387,0.21406727828746178,,,,,,,True,False,True
226,2020-04-15,AR,1569.0,20265.0,,83.0,130.0,,43.0,26.0,39.0,489.0,3d44b421c28add57d694ce93d5d4fb0c52b4f1f1,2020-04-15T20:00:00Z,33.0,130.0,21834.0,21834.0,21834.0,5,3.0,0.0,614.0,89.0,703.0,0.07186040120912339,0.12660028449502134,,,,,,,True,False,True
170,2020-04-16,AR,1620.0,21055.0,,85.0,,,,21.0,,548.0,95e15a426548163accca607e39e7c97a7e229f6e,2020-04-16T20:00:00Z,37.0,,22675.0,22675.0,22675.0,5,4.0,0.0,790.0,51.0,841.0,0.07144432194046306,0.06064209274673008,,,,,,,True,False,True
114,2020-04-17,AR,1695.0,21799.0,,83.0,,,,21.0,,593.0,00867f9f13791928c5808e7a74ea2b0977d4156b,2020-04-17T20:00:00Z,37.0,,23494.0,23494.0,23494.0,5,0.0,0.0,744.0,75.0,819.0,0.07214607985017452,0.09157509157509157,,,,,,,True,False,True
58,2020-04-18,AR,1739.0,22402.0,,86.0,291.0,,,22.0,57.0,703.0,eec8a2490a89622aa7130d38b8fc3a8d59be09b7,2020-04-18T20:00:00Z,38.0,291.0,24141.0,24141.0,24141.0,5,1.0,291.0,603.0,44.0,647.0,0.07203512696242906,0.06800618238021638,,,,,,,True,False,True
2,2020-04-19,AR,1781.0,22428.0,,88.0,291.0,,,25.0,57.0,721.0,26854a8543b5740ca16b32215f7349ffc12aed4d,2020-04-19T20:00:00Z,40.0,291.0,24209.0,24209.0,24209.0,5,2.0,0.0,26.0,42.0,68.0,0.07356768144078649,0.6176470588235294,,,,,,,True,False,True
1907,2020-03-16,AS,,,,,,,,,,,40355f49a87c433dafdd8148cab5cd5fcb7327ab,2020-03-16T20:00:00Z,,,,,,60,,,,,,,,,,,,,,False,False,True
1851,2020-03-17,AS,,,,,,,,,,,e45f93e9d9d4d1f58980dacbb28ac3d97d9b9d94,2020-03-17T20:00:00Z,,,,,,60,0.0,0.0,0.0,0.0,0.0,,,,,,,,,False,False,True
1795,2020-03-18,AS,,,,,,,,,,,faffd79b60116d673decbba86b9c2c733ca84d32,2020-03-18T20:00:00Z,0.0,,0.0,0.0,0.0,60,0.0,0.0,0.0,0.0,0.0,,,,,,,,,False,False,True
1739,2020-03-19,AS,,,,,,,,,,,b6dafad2357e2f121a0ff6b617fa7643d7b4774f,2020-03-19T20:00:00Z,0.0,,0.0,0.0,0.0,60,0.0,0.0,0.0,0.0,0.0,,,,,,,,,False,False,True
1683,2020-03-20,AS,,,,,,,,,,,07e460e49bf39e109c17495d88e1fde81b6984fd,2020-03-20T20:00:00Z,0.0,,0.0,0.0,0.0,60,0.0,0.0,0.0,0.0,0.0,,,,,,,,,False,False,True
1627,2020-03-21,AS,,,,,,,,,,,33990faa3753488ca4df5d2b72fd1f6afe43e9bf,2020-03-21T20:00:00Z,0.0,,0.0,0.0,0.0,60,0.0,0.0,0.0,0.0,0.0,,,,,,,,,False,False,True
1571,2020-03-22,AS,,,,,,,,,,,7922fdb5c81d4a4b4549e23485608a699255d3c9,2020-03-22T20:00:00Z,0.0,,0.0,0.0,0.0,60,0.0,0.0,0.0,0.0,0.0,,,,,,,,,False,False,True
1515,2020-03-23,AS,,,,,,,,,,,90a046f9acb7ff5dfa0d4311a5b944b5103ab579,2020-03-23T20:00:00Z,0.0,,0.0,0.0,0.0,60,0.0,0.0,0.0,0.0,0.0,,,,,,,,,True,False,True
1459,2020-03-24,AS,,,,,,,,,,,6be3aad6eae6ca42ef1d4cf38e24ab40cf817ce1,2020-03-24T20:00:00Z,0.0,,0.0,0.0,0.0,60,0.0,0.0,0.0,0.0,0.0,,,,,,,,,True,False,True
1403,2020-03-25,AS,,,,,,,,,,,d12176b38413ba2e195f83b80e78bdf6dae954ec,2020-03-25T20:00:00Z,0.0,,0.0,0.0,0.0,60,0.0,0.0,0.0,0.0,0.0,,,,,,,,,True,False,True
1347,2020-03-26,AS,,,,,,,,,,,0d9d160c81296656a218a2713654bbbae3d967a5,2020-03-26T20:00:00Z,0.0,,0.0,0.0,0.0,60,0.0,0.0,0.0,0.0,0.0,,,,,,,,,True,False,True
1291,2020-03-27,AS,,,,,,,,,,,e56724c557d48a4cb6080632b317c35eea41e880,2020-03-27T20:00:00Z,0.0,,0.0,0.0,0.0,60,0.0,0.0,0.0,0.0,0.0,,,,,,,,,True,False,True
1235,2020-03-28,AS,,,,,,,,,,,1cd7c88c7f467edd373751178a42f7123d5d457b,2020-03-28T20:00:00Z,0.0,,0.0,0.0,0.0,60,0.0,0.0,0.0,0.0,0.0,,,,,,,,,True,False,True
1179,2020-03-29,AS,,,,,,,,,,,b71912eee827fe10f806cb56123974239fa7b3d5,2020-03-29T20:00:00Z,0.0,,0.0,0.0,0.0,60,0.0,0.0,0.0,0.0,0.0,,,,,,,,,True,False,True
1123,2020-03-30,AS,,,,,,,,,,,016909ef598616403b32e8c8d61b26a0498b9bfb,2020-03-30T20:00:00Z,0.0,,0.0,0.0,0.0,60,0.0,0.0,0.0,0.0,0.0,,,,,,,,,True,False,True
1067,2020-03-31,AS,0.0,3.0,2.0,,,,,,,,1c73590ddf391630382d8064191c344bc8195a3c,2020-03-31T20:00:00Z,0.0,,5.0,3.0,3.0,60,0.0,0.0,3.0,0.0,3.0,0.0,0.0,,,,,,,True,False,True
1011,2020-04-01,AS,0.0,3.0,2.0,,,,,,,,7474fa36854837781f641e06f111c2a7d8da13ac,2020-04-01T20:00:00Z,0.0,,5.0,3.0,3.0,60,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,True
955,2020-04-02,AS,0.0,3.0,2.0,,,,,,,,33ed9ee9243012a2f29381536962f508253e1df0,2020-04-02T20:00:00Z,0.0,,5.0,3.0,3.0,60,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,True
899,2020-04-03,AS,0.0,3.0,2.0,,,,,,,,927c34f4a05fc499874a1e27f00bc9b1f4fe7fe3,2020-04-03T20:00:00Z,0.0,,5.0,3.0,3.0,60,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,True
843,2020-04-04,AS,0.0,3.0,2.0,,,,,,,,b7b36903e210f356b4ff21b4a78c7049e6249b31,2020-04-04T20:00:00Z,0.0,,5.0,3.0,3.0,60,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,True
787,2020-04-05,AS,0.0,3.0,2.0,,,,,,,,f2739209490825ae0877fda0f7d57622d07f62f3,2020-04-05T20:00:00Z,0.0,,5.0,3.0,3.0,60,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,True
731,2020-04-06,AS,0.0,3.0,2.0,,,,,,,,3a37c6e7721e92a70327b4a50845f8a5579db152,2020-04-06T20:00:00Z,0.0,,5.0,3.0,3.0,60,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,True
675,2020-04-07,AS,0.0,3.0,2.0,,,,,,,,d76095b5eddc995d69df0f33197a6638cc6fbf7f,2020-04-07T20:00:00Z,0.0,,5.0,3.0,3.0,60,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,True
619,2020-04-08,AS,0.0,3.0,2.0,,,,,,,,b1e0124ac6fe5ca02b1b17dc2464d3b5b31ace83,2020-04-08T20:00:00Z,0.0,,5.0,3.0,3.0,60,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,True
563,2020-04-09,AS,0.0,3.0,2.0,,,,,,,,4550449cb174c1fcabdb4d4e92ebe0a79b4bd30f,2020-04-09T20:00:00Z,0.0,,5.0,3.0,3.0,60,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,True
507,2020-04-10,AS,0.0,3.0,2.0,,,,,,,,f380a4ca829f914ba3535ed117102abc8fe7d43c,2020-04-10T20:00:00Z,0.0,,5.0,3.0,3.0,60,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,True
451,2020-04-11,AS,0.0,3.0,2.0,,,,,,,,e3996e19f3dfdc280692ed786367458686df63ed,2020-04-11T20:00:00Z,,,5.0,3.0,3.0,60,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,True
395,2020-04-12,AS,0.0,3.0,2.0,,,,,,,,30bdeb66442be44960060acf5492b2203bbe4112,2020-04-12T20:00:00Z,,,5.0,3.0,3.0,60,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,True
339,2020-04-13,AS,0.0,3.0,,,,,,,,,126d68a7fa8062e651ab412124fc1136d7cba009,2020-04-13T20:00:00Z,,,3.0,3.0,3.0,60,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,True
283,2020-04-14,AS,0.0,3.0,17.0,,,,,,,,185c50b581ff3a04f08affd4eb6d8739e5f920fa,2020-04-14T20:00:00Z,,,20.0,3.0,3.0,60,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,True
227,2020-04-15,AS,0.0,3.0,17.0,,,,,,,,8e1b2a94a99618ad907f782452421342c293290e,2020-04-15T20:00:00Z,,,20.0,3.0,3.0,60,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,True
171,2020-04-16,AS,0.0,3.0,17.0,,,,,,,,614a57a963d84c55c40b863aaf08221f68f0387c,2020-04-16T20:00:00Z,,,20.0,3.0,3.0,60,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,True
115,2020-04-17,AS,0.0,3.0,17.0,,,,,,,,90ca343d5718470453e1b9cee714cd1df362e638,2020-04-17T20:00:00Z,,,20.0,3.0,3.0,60,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,True
59,2020-04-18,AS,0.0,3.0,17.0,,,,,,,,bf4a96d3c81bf1b9837fdc965967117ba4b3c5c8,2020-04-18T20:00:00Z,,,20.0,3.0,3.0,60,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,True
3,2020-04-19,AS,0.0,3.0,17.0,,,,,,,,ae71dad66ccc8f5c3aaeafe4f292e04499664e5d,2020-04-19T20:00:00Z,,,20.0,3.0,3.0,60,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,True
2481,2020-03-04,AZ,2.0,27.0,5.0,,,,,,,,f9b5336be00388e0549a6e35cfbe7ec911597df2,2020-03-04T21:00:00Z,,,34.0,29.0,29.0,4,,,,,,0.06896551724137931,,8.0,8.0,17.0,7.0,2.0,-1.0,False,False,False
2456,2020-03-05,AZ,2.0,28.0,6.0,,,,,,,,3e94b739062d1c0306f5279361451cd382171ccf,2020-03-05T21:00:00Z,,,36.0,30.0,30.0,4,0.0,0.0,1.0,0.0,1.0,0.06666666666666667,0.0,9.0,6.0,22.0,5.0,2.0,-1.0,False,False,False
2421,2020-03-06,AZ,3.0,33.0,15.0,,,,,,,,bcfcf56b97c3f10a640d25f6148abbc1f17fa07d,2020-03-06T21:00:00Z,,,51.0,36.0,36.0,4,0.0,0.0,5.0,1.0,6.0,0.08333333333333333,0.16666666666666666,6.0,6.0,20.0,8.0,1.0,-1.0,False,False,False
2371,2020-03-07,AZ,5.0,44.0,7.0,,,,,,,,0c334b56af3108711bb907f46599a84bd536ac1d,2020-03-07T21:00:00Z,,,56.0,49.0,49.0,4,0.0,0.0,11.0,2.0,13.0,0.10204081632653061,0.15384615384615385,4.0,5.0,18.0,9.0,1.0,-2.0,False,False,False
2320,2020-03-08,AZ,5.0,44.0,7.0,,,,,,,,7fab3faf304af2d21cf805b897dbe16c6cf1a5c6,2020-03-08T20:00:00Z,,,56.0,49.0,49.0,4,0.0,0.0,0.0,0.0,0.0,0.10204081632653061,,9.0,4.0,22.0,7.0,1.0,-2.0,False,False,False
2269,2020-03-09,AZ,5.0,44.0,7.0,,,,,,,,34a29bfcfa1a71c92fe460039d78f6bb8bf65e60,2020-03-09T20:00:00Z,,,56.0,49.0,49.0,4,0.0,0.0,0.0,0.0,0.0,0.10204081632653061,,9.0,4.0,32.0,4.0,-7.0,0.0,False,False,False
2218,2020-03-10,AZ,6.0,51.0,27.0,,,,,,,,5dcc8301933ff5a560e3f87228a47f11150d6833,2020-03-10T20:00:00Z,,,84.0,57.0,57.0,4,0.0,0.0,7.0,1.0,8.0,0.10526315789473684,0.125,6.0,3.0,4.0,2.0,-8.0,2.0,False,False,False
2167,2020-03-11,AZ,9.0,59.0,32.0,,,,,,,,fc3cab43e403773ab7bee5f42d8dd1ccc405c3d5,2020-03-11T20:00:00Z,,,100.0,68.0,68.0,4,0.0,0.0,8.0,3.0,11.0,0.1323529411764706,0.2727272727272727,5.0,6.0,-14.0,-2.0,-10.0,3.0,False,False,True
